pred_label,kind,gold,threshold,precision_mean,recall_mean,f1_mean,precision_std,recall_std,f1_std,pred_count_mean,gold_count,policy,model,sem_mode
OpenIE,node,long,0.25,0.5714285714285714,1.0,0.7272727272727273,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.3,0.5357142857142857,0.9375,0.6818181818181818,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.35,0.5178571428571429,0.90625,0.6590909090909092,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.4,0.4642857142857143,0.8125,0.5909090909090908,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.45,0.42857142857142855,0.75,0.5454545454545454,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.5,0.4107142857142857,0.71875,0.5227272727272728,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.55,0.375,0.65625,0.4772727272727273,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.6,0.35714285714285715,0.625,0.45454545454545453,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.65,0.32142857142857145,0.5625,0.40909090909090917,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.7,0.2857142857142857,0.5,0.36363636363636365,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.75,0.25,0.4375,0.3181818181818182,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.8,0.23214285714285715,0.40625,0.2954545454545454,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.85,0.21428571428571427,0.375,0.2727272727272727,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,node,long,0.9,0.16071428571428573,0.28125,0.20454545454545459,0.0,0.0,0.0,56.0,32,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.1,1.0,0.9397590361445783,0.9689440993788819,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.15,1.0,0.9397590361445783,0.9689440993788819,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.2,0.9871794871794872,0.927710843373494,0.9565217391304347,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.25,0.9615384615384616,0.9036144578313253,0.9316770186335404,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.3,0.9102564102564102,0.8554216867469879,0.8819875776397516,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.35,0.8589743589743589,0.8072289156626506,0.8322981366459627,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.4,0.7564102564102564,0.7108433734939759,0.732919254658385,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.45,0.6794871794871795,0.6385542168674698,0.6583850931677019,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.5,0.6153846153846154,0.5783132530120482,0.5962732919254657,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.55,0.5384615384615384,0.5060240963855421,0.5217391304347826,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.6,0.4358974358974359,0.40963855421686746,0.422360248447205,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.65,0.34615384615384615,0.3253012048192771,0.33540372670807456,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.7,0.24358974358974358,0.2289156626506024,0.2360248447204969,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.75,0.21794871794871795,0.20481927710843373,0.2111801242236025,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.8,0.11538461538461539,0.10843373493975904,0.11180124223602486,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.85,0.0641025641025641,0.060240963855421686,0.062111801242236024,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,short,0.9,0.01282051282051282,0.012048192771084338,0.012422360248447206,0.0,0.0,0.0,78.0,83,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.1,0.6923076923076923,1.0,0.8181818181818181,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.15,0.6923076923076923,1.0,0.8181818181818181,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.2,0.6923076923076923,1.0,0.8181818181818181,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.25,0.6923076923076923,1.0,0.8181818181818181,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.3,0.6794871794871795,0.9814814814814815,0.803030303030303,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.35,0.6153846153846154,0.8888888888888888,0.7272727272727274,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.4,0.5641025641025641,0.8148148148148148,0.6666666666666667,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.45,0.5256410256410257,0.7592592592592593,0.6212121212121211,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.5,0.48717948717948717,0.7037037037037037,0.5757575757575758,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.55,0.44871794871794873,0.6481481481481481,0.5303030303030304,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.6,0.3974358974358974,0.5740740740740741,0.46969696969696967,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.65,0.358974358974359,0.5185185185185185,0.42424242424242425,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.7,0.2564102564102564,0.37037037037037035,0.30303030303030304,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.75,0.19230769230769232,0.2777777777777778,0.2272727272727273,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.8,0.11538461538461539,0.16666666666666666,0.13636363636363638,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.85,0.0641025641025641,0.09259259259259259,0.07575757575757576,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,medium,0.9,0.0,0.0,0.0,0.0,0.0,0.0,78.0,54,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.1,0.32051282051282054,1.0,0.48543689320388356,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.15,0.32051282051282054,1.0,0.48543689320388356,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.2,0.32051282051282054,1.0,0.48543689320388356,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.25,0.32051282051282054,1.0,0.48543689320388356,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.3,0.32051282051282054,1.0,0.48543689320388356,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.35,0.32051282051282054,1.0,0.48543689320388356,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.4,0.3076923076923077,0.96,0.4660194174757282,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.45,0.3076923076923077,0.96,0.4660194174757282,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.5,0.2948717948717949,0.92,0.44660194174757284,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.55,0.28205128205128205,0.88,0.4271844660194175,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.6,0.2692307692307692,0.84,0.40776699029126207,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.65,0.2564102564102564,0.8,0.3883495145631068,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.7,0.23076923076923078,0.72,0.3495145631067961,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.75,0.20512820512820512,0.64,0.3106796116504854,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.8,0.16666666666666666,0.52,0.2524271844660194,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.85,0.14102564102564102,0.44,0.21359223300970875,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
OpenIE,triple,long,0.9,0.10256410256410256,0.32,0.1553398058252427,0.0,0.0,0.0,78.0,25,greedy1to1,sentence-transformers/all-mpnet-base-v2,concat
